Year,Day,Hour,Wind #,WIND Bt,WIND Bx_gse,WIND By_gse,WIND Bz_gse
2021,295,23,59,2.3,1.2,-1.4,-0.8
2021,296,0,62,2.3,0.3,-2.1,-0.3
2021,296,1,59,2.5,-0.5,-2.2,-0.6
2021,296,2,58,2.9,2.0,-0.8,1.2
2021,296,3,62,2.9,1.2,-2.1,0.9
2021,296,4,59,3.3,2.1,-2.1,1.3
2021,296,5,60,3.1,2.1,-1.4,1.6
2021,296,6,61,2.4,1.7,-1.1,1.1
2021,296,7,59,2.4,2.1,-1.0,0.7
2021,296,8,59,2.7,2.4,-1.0,0.4
2021,296,9,59,2.9,2.4,-1.5,0.0
2021,296,10,59,2.4,1.7,-1.4,0.3
2021,296,11,58,2.0,0.8,-1.6,-0.3
2021,296,12,57,1.5,0.3,-0.7,0.5
2021,296,13,59,2.0,1.5,-0.8,0.5
2021,296,14,60,2.3,1.5,-1.2,0.6
2021,296,15,58,2.3,1.3,-1.4,0.1
2021,296,16,62,2.4,1.5,-0.6,-0.3
2021,296,17,59,2.6,-1.6,-0.5,-1.8
2021,296,18,59,2.8,-2.4,-1.0,-0.9
2021,296,19,58,2.2,-0.1,-0.2,-1.7
2021,296,20,60,2.8,-0.3,-1.0,-1.1
2021,296,21,58,2.4,-1.0,-2.1,-0.1
2021,296,22,62,2.1,0.9,-1.4,0.3
2021,296,23,63,3.1,0.1,-2.3,-1.7
2021,297,0,58,3.9,0.1,-3.5,-0.7
2021,297,1,58,3.8,1.3,-2.9,0.6
2021,297,2,61,4.0,-0.4,-3.4,0.2
2021,297,3,60,3.9,-0.6,-2.6,-2.4
2021,297,4,58,4.9,-0.2,-4.0,-1.8
2021,297,5,60,4.7,2.4,-3.0,2.3
2021,297,6,59,4.2,2.1,-2.3,2.2
2021,297,7,62,4.8,3.3,-2.7,2.2
2021,297,8,61,4.9,1.0,-3.0,3.6
2021,297,9,60,4.6,2.3,-1.4,0.2
2021,297,10,60,3.6,0.6,1.2,-2.7
2021,297,11,59,3.0,2.5,0.8,0.4
2021,297,12,58,3.5,2.6,1.2,1.5
2021,297,13,63,4.0,1.3,0.2,2.0
2021,297,14,61,4.5,-1.9,-3.0,-0.9
2021,297,15,58,5.0,-1.8,-2.4,-3.6
2021,297,16,60,4.8,-2.9,-2.3,-2.9
2021,297,17,60,4.7,-2.7,-2.2,-3.2
2021,297,18,60,4.5,-0.4,-0.6,-3.6
2021,297,19,59,4.6,-2.1,-2.0,-3.4
2021,297,20,59,4.0,-1.2,-3.0,-2.1
2021,297,21,63,3.8,-2.4,-1.6,-1.9
2021,297,22,61,3.8,-3.2,-1.5,-0.9
2021,297,23,60,4.4,-3.9,-1.7,0.1
2021,298,0,51,4.4,1.4,-3.1,-0.5
2021,298,1,60,5.3,3.9,-3.1,-0.8
2021,298,2,66,5.3,4.1,-1.3,-0.3
2021,298,3,56,5.2,0.3,-4.2,-2.5
2021,298,4,62,4.9,0.7,-4.2,-2.1
2021,298,5,59,4.8,-1.1,-3.6,-2.8
2021,298,6,55,4.9,0.9,-3.5,-2.8
2021,298,7,62,5.1,2.7,-3.8,-1.3
2021,298,8,61,5.1,1.3,-4.1,-2.1
2021,298,9,64,5.2,-0.0,-4.0,-2.9
2021,298,10,59,5.6,0.5,-5.0,-2.4
2021,298,11,62,5.6,0.2,-5.3,-1.8
2021,298,12,58,5.7,0.2,-5.2,-2.0
2021,298,13,60,6.4,1.0,-4.7,-3.8
2021,298,14,57,6.1,2.5,-3.7,-3.2
2021,298,15,64,5.9,1.6,-2.3,-2.0
2021,298,16,61,7.0,-1.2,-6.2,-2.1
2021,298,17,59,7.3,-0.4,-5.3,-1.1
2021,298,18,58,7.2,2.8,-5.5,2.0
2021,298,19,61,7.3,3.4,-5.8,0.3
2021,298,20,60,7.3,2.6,-5.5,0.8
2021,298,21,59,7.1,3.8,-5.2,2.6
2021,298,22,62,6.3,-1.2,-5.3,-0.2
2021,298,23,61,6.3,-3.3,-4.2,-2.9
2021,299,0,60,6.8,4.7,-3.5,2.1
2021,299,1,60,4.8,0.5,-2.1,-1.3
2021,299,2,58,5.0,-1.7,-1.6,-3.7
2021,299,3,59,3.5,0.6,-2.0,-2.4
2021,299,4,64,2.6,1.1,-1.2,-1.3
2021,299,5,55,3.2,2.5,-0.6,-0.4
2021,299,6,61,4.0,3.6,0.1,1.3
2021,299,7,61,3.6,2.6,0.7,0.8
2021,299,8,58,2.9,1.7,0.3,0.3
2021,299,9,62,3.8,3.0,2.0,0.7
2021,299,10,61,3.4,2.6,1.3,1.1
2021,299,11,59,3.5,2.3,1.3,2.0
2021,299,12,62,3.1,1.3,0.1,0.2
2021,299,13,60,3.7,1.5,-2.6,-1.6
2021,299,14,60,4.0,1.9,-2.8,-1.4
2021,299,15,60,4.4,-0.3,-3.8,-0.6
2021,299,16,59,5.0,0.4,-4.7,1.0
2021,299,17,59,4.4,0.7,-4.0,1.3
2021,299,18,59,4.7,1.9,-2.8,2.7
2021,299,19,59,3.9,2.7,-1.4,2.1
2021,299,20,63,4.2,0.5,-1.7,-0.8
2021,299,21,57,5.1,-2.6,1.9,-3.6
2021,299,22,58,4.9,3.6,-2.1,-0.0
2021,299,23,69,5.1,3.2,1.0,2.6
2021,300,0,60,4.9,1.9,-3.4,2.1
2021,300,1,57,5.6,-1.6,-4.7,-0.6
2021,300,2,64,5.3,-1.1,-4.7,-0.4
2021,300,3,60,5.1,-0.1,-5.0,0.2
2021,300,4,61,4.8,2.6,-3.7,0.4
2021,300,5,60,4.8,3.4,-3.0,1.6
2021,300,6,61,4.5,3.4,-2.7,1.1
2021,300,7,58,4.2,3.0,-2.6,1.4
2021,300,8,59,4.5,2.9,-3.1,1.2
2021,300,9,60,3.7,2.1,-2.9,0.4
2021,300,10,61,3.1,0.3,-1.9,-1.7
2021,300,11,60,2.0,0.7,-1.6,0.7
2021,300,12,58,3.8,2.5,-2.5,-0.6
2021,300,13,60,3.7,2.8,-2.0,1.3
2021,300,14,60,3.1,1.5,-1.5,1.4
2021,300,15,60,3.5,1.0,-3.0,0.3
2021,300,16,59,3.2,0.5,-2.6,0.5
2021,300,17,61,2.5,1.2,-0.5,0.7
2021,300,18,59,1.6,0.7,0.9,-0.5
2021,300,19,59,2.1,-0.3,-1.8,0.9
2021,300,20,61,2.2,0.4,-1.7,0.7
2021,300,21,60,1.7,0.4,-1.2,0.0
2021,300,22,60,1.6,0.0,-1.3,0.2
2021,300,23,58,1.6,0.8,-1.3,0.0
2021,301,0,60,1.9,1.1,-1.4,-0.4
2021,301,1,57,2.4,1.6,-1.4,-1.0
2021,301,2,59,2.5,1.3,-1.9,-0.8
2021,301,3,60,2.3,0.9,-1.8,-0.9
2021,301,4,59,2.1,0.7,-1.8,-0.9
2021,301,5,59,1.7,0.1,-1.3,-1.1
2021,301,6,60,2.0,-0.3,-1.6,-1.2
2021,301,7,59,1.6,-0.2,-1.4,-0.2
2021,301,8,58,1.6,-0.6,-1.2,-0.5
2021,301,9,61,1.9,-1.3,-0.7,-1.2
2021,301,10,59,2.3,-1.5,-1.1,-1.2
2021,301,11,61,2.0,0.6,-1.4,1.1
2021,301,12,59,2.4,1.6,-1.1,1.3
2021,301,13,61,2.6,0.2,-2.3,0.8
2021,301,14,59,2.9,-0.4,-2.4,0.5
2021,301,15,59,3.3,-2.3,-1.3,-1.9
2021,301,16,61,3.2,0.4,-2.4,0.7
2021,301,17,60,4.2,-0.3,-2.4,-0.1
2021,301,18,60,4.1,1.1,-2.7,1.4
2021,301,19,62,4.2,2.0,-2.7,2.5
2021,301,20,59,3.8,0.9,-2.7,1.8
2021,301,21,59,3.0,-0.5,-2.6,1.0
2021,301,22,59,3.1,0.6,-2.5,1.7
2021,301,23,59,3.1,0.7,-2.4,1.7
2021,302,0,59,2.7,-0.1,-2.3,1.2
2021,302,1,60,2.8,0.6,-2.3,1.4
2021,302,2,59,2.8,0.3,-2.4,0.7
2021,302,3,62,2.9,-0.1,-2.4,0.7
2021,302,4,61,3.0,-0.5,-2.8,0.1
2021,302,5,58,3.0,1.3,-2.0,1.0
2021,302,6,61,4.3,3.1,-1.3,2.5
2021,302,7,58,4.4,3.4,-1.3,2.3
2021,302,8,60,4.7,3.5,-2.0,2.3
2021,302,9,59,5.0,3.4,-2.7,2.2
2021,302,10,60,5.2,3.5,-3.0,2.1
2021,302,11,61,5.3,2.8,-4.2,1.1
2021,302,12,59,5.2,1.9,-4.6,-1.1
2021,302,13,61,4.9,1.8,-4.1,-1.8
2021,302,14,62,4.9,1.1,-4.1,-2.0
2021,302,15,60,5.0,-0.0,-3.9,-2.9
2021,302,16,61,4.3,-0.4,-3.6,-2.2
2021,302,17,59,2.9,-0.9,-1.7,-1.7
2021,302,18,60,3.0,-2.2,-1.1,-1.6
2021,302,19,61,4.0,-2.6,-1.0,-2.3
2021,302,20,63,2.7,-0.4,0.7,-1.1
2021,302,21,59,5.5,-2.5,-0.8,-3.7
2021,302,22,62,5.5,3.5,-0.5,2.8
2021,302,23,60,4.6,4.0,-1.0,-1.2
2021,303,0,61,4.8,3.8,0.0,-1.0
2021,303,1,59,4.7,1.2,0.8,-3.8
2021,303,2,58,5.6,4.2,-2.8,1.9
2021,303,3,60,5.3,3.4,-3.6,-1.3
2021,303,4,61,4.8,1.7,-2.5,-2.5
2021,303,5,58,6.5,-2.1,2.6,-5.4
2021,303,6,59,6.3,-0.8,1.3,-6.1
2021,303,7,60,5.4,0.3,-0.9,-5.3
2021,303,8,61,4.9,0.9,-2.0,-4.0
2021,303,9,61,5.9,2.3,-4.5,-2.6
2021,303,10,60,6.3,2.8,-5.6,-0.2
2021,303,11,61,6.2,2.8,-5.3,1.0
2021,303,12,61,5.8,2.2,-4.8,2.0
2021,303,13,60,6.1,3.6,-4.9,-0.3
2021,303,14,60,5.9,3.8,-4.0,-1.5
2021,303,15,61,5.6,4.1,-3.3,-1.9
2021,303,16,59,5.8,2.3,-5.1,-1.0
2021,303,17,64,8.1,1.9,-7.6,-0.4
2021,303,18,60,7.5,0.7,-3.7,2.5
2021,303,19,57,7.4,1.6,-5.8,3.5
2021,303,20,64,8.3,-0.5,5.1,2.0
2021,303,21,59,8.6,-0.3,-0.9,-6.6
2021,303,22,60,8.4,-0.6,4.4,-6.5
2021,303,23,62,7.5,-3.1,1.9,-6.0
2021,304,0,63,6.5,-4.4,2.7,-3.6
2021,304,1,59,5.8,-4.6,1.5,-3.1
2021,304,2,60,5.2,-4.3,0.9,-2.6
2021,304,3,59,5.5,-4.3,2.4,-1.5
2021,304,4,59,5.1,-4.8,1.5,0.6
2021,304,5,61,5.0,-4.7,1.6,-0.1
2021,304,6,59,5.0,-4.9,-0.0,0.8
2021,304,7,59,4.7,-4.4,-0.6,1.3
2021,304,8,60,4.0,-3.6,0.2,1.5
2021,304,9,60,4.2,-3.4,1.3,1.8
2021,304,10,68,7.4,-5.5,1.6,4.0
2021,304,11,62,10.6,-6.0,7.6,2.2
2021,304,12,60,11.1,-1.5,6.6,-6.1
2021,304,13,59,10.8,-6.7,6.5,-1.7
2021,304,14,59,10.5,-9.0,5.1,0.3
2021,304,15,60,7.3,-5.9,3.7,-0.1
2021,304,16,60,6.2,-5.1,3.2,0.7
2021,304,17,60,5.5,-3.4,1.8,0.6
2021,304,18,60,5.1,1.1,3.5,1.8
2021,304,19,62,5.3,-2.9,1.9,-2.3
2021,304,20,60,7.0,-5.8,1.3,-3.2
2021,304,21,56,6.1,-5.3,-0.5,-2.1
2021,304,22,62,4.8,-0.7,-0.5,-1.0
2021,304,23,58,5.6,-3.0,2.3,-2.0
2021,305,0,59,5.4,-4.7,-1.5,-0.6
2021,305,1,61,5.7,-3.4,-3.0,1.7
2021,305,2,59,5.1,-3.7,1.7,-2.1
2021,305,3,58,5.8,-4.6,0.3,-3.2
2021,305,4,58,6.4,-5.3,1.5,-3.0
2021,305,5,60,6.2,-5.5,1.2,-2.4
2021,305,6,58,5.1,-4.3,1.3,-2.2
2021,305,7,57,4.5,-3.5,1.5,-2.1
2021,305,8,60,4.2,-3.2,1.4,-2.1
2021,305,9,58,3.9,-3.3,1.5,-1.5
2021,305,10,60,3.4,-2.8,1.1,-1.4
2021,305,11,59,3.0,-2.7,0.6,-1.1
2021,305,12,61,2.8,-2.7,0.2,-0.1
2021,305,13,59,2.8,-2.6,0.1,-0.9
2021,305,14,61,2.8,-2.5,0.6,-1.1
2021,305,15,58,2.6,-0.5,-0.3,-1.1
2021,305,16,59,3.1,1.2,-1.2,-0.7
2021,305,17,62,3.4,-2.9,0.9,0.6
2021,305,18,62,5.5,-0.0,-3.5,0.1
2021,305,19,61,12.2,-3.3,1.9,10.1
2021,305,20,61,10.0,-1.1,-0.6,6.8
2021,305,21,63,10.6,-0.5,-2.5,6.3
2021,305,22,62,13.4,-3.7,6.8,5.2
2021,305,23,60,13.5,-3.8,5.4,8.8
2021,306,0,61,11.7,-1.7,8.3,-3.2
2021,306,1,67,9.1,-3.4,1.5,-4.4
2021,306,2,63,7.9,-4.3,2.0,-1.2
2021,306,3,61,7.1,-2.6,5.5,0.1
2021,306,4,62,6.8,-2.6,4.6,-2.8
2021,306,5,61,5.5,-2.6,4.0,-1.5
2021,306,6,61,5.1,-2.3,3.5,0.1
2021,306,7,62,5.0,-1.6,0.4,0.6
2021,306,8,57,5.2,-0.8,-3.1,1.8
2021,306,9,60,5.4,-4.2,-2.0,-0.1
2021,306,10,63,5.0,-2.0,2.4,-1.5
2021,306,11,61,4.9,-0.7,2.9,-1.6
2021,306,12,59,4.7,-2.0,-1.4,2.7
2021,306,13,60,4.5,-1.6,0.7,3.4
2021,306,14,60,3.7,-1.9,0.5,2.1
2021,306,15,60,3.3,-2.2,0.6,1.1
2021,306,16,59,3.6,-0.4,1.8,-0.6
2021,306,17,60,3.9,-1.2,2.3,-0.3
2021,306,18,59,3.7,-2.5,-0.7,-0.2
2021,306,19,59,3.6,-2.8,-0.5,-0.1
2021,306,20,60,3.8,-3.7,-0.2,0.1
2021,306,21,60,4.1,-3.9,0.5,1.0
2021,306,22,60,4.1,-3.6,1.1,0.6
2021,306,23,60,3.8,-2.4,2.1,1.1
2021,307,0,58,3.6,-0.7,2.2,-0.7
2021,307,1,60,4.1,-2.1,3.1,-0.2
2021,307,2,59,4.1,-3.7,1.1,1.1
2021,307,3,60,4.3,-4.1,1.1,0.8
2021,307,4,60,4.1,-3.9,1.3,0.3
2021,307,5,60,3.8,-3.3,1.9,-0.1
2021,307,6,59,3.8,-3.4,1.4,-0.2
2021,307,7,60,3.8,-3.7,0.6,-0.4
2021,307,8,60,3.6,-3.4,-1.0,0.0
2021,307,9,59,3.3,-3.0,-0.8,0.6
2021,307,10,59,3.2,-3.1,0.4,0.3
2021,307,11,60,3.2,-3.0,1.1,0.1
2021,307,12,62,3.1,-2.3,1.9,-0.3
2021,307,13,58,2.9,-0.9,2.4,-0.9
2021,307,14,58,2.9,-2.3,1.7,-0.4
2021,307,15,59,2.8,-2.2,1.7,-0.4
2021,307,16,61,2.8,-1.8,2.2,-0.1
2021,307,17,60,3.1,-1.3,2.7,0.3
2021,307,18,58,2.9,-1.4,2.4,0.5
2021,307,19,58,2.5,-0.2,1.7,0.6
2021,307,20,77,9.9,-1.1,7.7,-0.3
2021,307,21,59,18.0,5.1,10.0,-9.3
2021,307,22,58,15.2,-6.9,4.7,2.3
2021,307,23,61,16.8,-15.1,0.8,1.5
2021,308,0,63,19.6,3.2,8.1,5.1
2021,308,1,60,19.2,15.4,9.9,-2.0
2021,308,2,59,18.1,9.2,13.4,7.2
2021,308,3,58,16.7,4.8,14.4,4.4
2021,308,4,60,18.0,-0.1,17.0,4.3
2021,308,5,62,14.7,5.4,9.8,-5.4
2021,308,6,59,15.0,4.4,9.9,-8.3
2021,308,7,61,21.1,5.5,15.1,-6.9
2021,308,8,59,22.3,15.8,3.3,-15.1
2021,308,9,59,21.7,-5.9,15.6,3.1
2021,308,10,60,19.9,-6.7,18.1,2.3
2021,308,11,64,16.0,-0.1,14.9,-2.2
2021,308,12,56,13.9,-3.3,12.2,3.0
2021,308,13,58,14.0,-7.8,9.5,6.6
2021,308,14,60,14.6,-9.0,9.2,6.9
2021,308,15,60,15.4,-10.3,8.8,7.2
2021,308,16,60,15.6,-10.3,8.4,7.9
2021,308,17,59,15.6,-10.6,6.3,9.3
2021,308,18,59,15.8,-10.9,6.8,8.9
2021,308,19,60,15.4,-11.2,3.9,9.7
2021,308,20,59,15.3,-10.5,4.4,9.9
2021,308,21,60,14.8,-10.3,4.1,9.6
2021,308,22,61,14.1,-8.9,3.7,10.1
2021,308,23,59,13.8,-8.3,3.1,10.6
2021,309,0,60,13.6,-7.5,1.9,11.1
2021,309,1,59,13.6,-7.3,1.0,11.4
2021,309,2,59,14.0,-7.7,0.8,11.6
2021,309,3,59,14.0,-7.7,-2.9,10.9
2021,309,4,62,13.2,-4.5,-7.1,9.8
2021,309,5,59,7.7,1.2,-5.7,3.3
2021,309,6,59,7.5,2.1,-6.5,3.0
2021,309,7,61,7.8,1.9,-6.7,3.3
2021,309,8,61,8.2,1.8,-7.3,2.9
2021,309,9,60,7.9,2.4,-6.2,4.0
2021,309,10,59,7.6,2.3,-6.1,3.8
2021,309,11,62,8.4,3.4,-6.7,3.7
2021,309,12,60,8.3,4.6,-6.0,2.6
2021,309,13,58,7.5,6.4,-3.2,-1.4
2021,309,14,58,5.5,1.3,-1.4,0.6
2021,309,15,60,5.1,-4.3,2.6,0.5
2021,309,16,60,2.5,-1.2,1.2,0.4
2021,309,17,59,2.8,2.5,0.2,-0.5
2021,309,18,60,3.2,3.0,-0.6,-0.5
2021,309,19,59,2.7,-0.4,1.4,-0.1
2021,309,20,59,3.6,-2.5,2.5,0.1
2021,309,21,60,4.0,-2.7,2.6,1.2
2021,309,22,60,3.1,-1.8,1.7,1.6
2021,309,23,61,3.8,-0.0,1.0,3.2
2021,310,0,62,8.3,-0.5,-0.5,7.0
2021,310,1,62,6.8,2.1,-4.0,3.8
2021,310,2,61,4.7,3.4,-2.9,0.1
2021,310,3,60,5.1,3.4,-3.6,0.5
2021,310,4,59,2.3,0.4,-1.3,-0.8
2021,310,5,60,2.9,-0.2,-0.5,-1.9
2021,310,6,60,2.1,-0.4,-1.5,-0.5
2021,310,7,59,1.9,0.4,-1.6,-0.4
2021,310,8,60,2.3,1.5,-1.3,-0.7
2021,310,9,59,3.0,1.8,-0.7,-1.1
2021,310,10,60,2.8,0.5,-1.0,-0.5
2021,310,11,57,3.6,2.4,-2.2,-0.9
2021,310,12,60,4.8,2.7,-3.8,-0.1
2021,310,13,61,4.6,2.7,-3.4,-1.1
2021,310,14,61,4.1,1.3,-0.7,-2.8
2021,310,15,57,3.8,1.8,0.1,-2.3
2021,310,16,62,4.1,1.7,-0.9,-3.1
2021,310,17,58,4.3,2.9,0.1,-2.7
2021,310,18,60,4.4,2.4,-1.0,-3.4
2021,310,19,61,4.3,2.7,-1.1,-2.3
2021,310,20,60,4.3,1.4,-2.8,-2.7
2021,310,21,62,4.2,-0.0,-2.8,-2.3
2021,310,22,58,3.4,-1.6,-2.5,-1.4
2021,310,23,59,3.8,-1.8,-3.0,-1.2
2021,311,0,59,4.1,-1.8,-2.3,-0.5
2021,311,1,62,3.6,0.1,-1.7,0.4
2021,311,2,58,4.5,-1.6,-4.0,-0.5
2021,311,3,60,4.4,-1.6,-4.1,-0.3
2021,311,4,59,4.5,1.1,-4.0,0.8
2021,311,5,62,4.4,0.9,-4.0,0.4
2021,311,6,60,4.4,-0.3,-4.0,0.1
2021,311,7,54,4.6,2.1,-3.6,-0.2
2021,311,8,59,5.0,4.3,-1.6,1.5
2021,311,9,59,4.9,4.4,-1.7,1.4
2021,311,10,60,4.6,3.8,-1.6,1.8
2021,311,11,59,4.3,3.2,-1.3,1.6
2021,311,12,60,4.3,3.4,-1.4,1.5
2021,311,13,57,4.1,3.0,-2.5,0.8
2021,311,14,60,3.7,3.1,0.1,0.8
2021,311,15,60,3.6,2.9,-1.8,0.7
2021,311,16,60,3.7,3.3,-1.4,0.4
2021,311,17,59,3.7,3.2,-1.6,0.3
2021,311,18,64,3.9,2.1,-2.6,1.1
2021,311,19,58,3.9,1.4,-3.1,1.2
2021,311,20,61,3.9,2.0,-3.0,1.0
2021,311,21,58,3.8,1.6,-2.9,1.4
2021,311,22,60,3.9,2.1,-3.0,1.2
2021,311,23,59,4.1,2.7,-3.0,0.8
2021,312,0,59,4.3,3.3,-2.6,0.2
2021,312,1,60,4.2,2.9,-2.6,0.6
2021,312,2,61,4.3,1.7,-3.6,1.0
2021,312,3,61,4.5,2.4,-3.7,0.3
2021,312,4,61,4.5,1.0,-3.5,2.3
2021,312,5,58,4.6,1.6,-3.0,2.7
2021,312,6,57,4.8,2.0,-4.1,0.7
2021,312,7,61,4.7,2.6,-3.7,1.1
2021,312,8,59,4.5,3.0,-2.5,1.8
2021,312,9,58,4.5,2.6,-3.4,-0.1
2021,312,10,59,4.4,3.5,-2.0,-0.4
2021,312,11,62,3.9,3.2,0.5,-1.5
2021,312,12,59,4.1,3.3,0.3,2.4
2021,312,13,60,4.1,3.4,-0.3,1.2
2021,312,14,60,4.4,3.1,1.6,-1.7
2021,312,15,57,4.8,4.5,-1.1,-0.7
2021,312,16,61,5.0,3.9,-2.9,-0.5
2021,312,17,59,4.5,3.4,-2.2,-0.0
2021,312,18,65,2.8,1.3,-1.5,-0.2
2021,312,19,57,2.9,1.1,-1.1,-1.4
2021,312,20,60,4.4,1.1,-2.6,-2.9
2021,312,21,59,3.3,-0.3,0.4,-3.1
2021,312,22,60,2.5,-0.5,0.6,-1.6
2021,312,23,59,3.4,1.3,-0.9,-2.7
2021,313,0,59,4.6,2.3,-3.6,0.5
2021,313,1,60,4.5,-1.7,-1.0,3.6
2021,313,2,60,5.4,-3.9,3.0,1.9
2021,313,3,59,5.1,-3.7,3.2,-0.9
2021,313,4,61,4.8,-2.6,3.5,-1.6
2021,313,5,58,4.6,-2.5,3.4,-1.5
2021,313,6,62,4.3,-2.4,3.1,-1.5
2021,313,7,58,4.3,-1.5,3.8,-0.1
2021,313,8,59,4.3,-2.4,3.4,-0.5
2021,313,9,59,4.0,-2.5,2.1,-1.1
2021,313,10,60,3.9,-2.7,2.3,-0.8
2021,313,11,60,4.3,-3.9,1.5,-0.4
2021,313,12,59,4.2,-4.0,0.6,-0.0
2021,313,13,59,3.7,-3.7,0.0,-0.1
2021,313,14,60,3.8,-3.6,0.2,-0.5
2021,313,15,60,3.9,-3.7,1.0,0.0
2021,313,16,62,3.8,-3.5,0.7,0.8
2021,313,17,60,3.9,-2.2,2.0,-0.4
2021,313,18,59,4.3,-2.0,2.7,-2.3
2021,313,19,64,4.8,-1.7,-0.3,-2.7
2021,313,20,58,5.1,-1.6,2.3,-2.3
2021,313,21,62,5.2,-2.3,1.0,0.8
2021,313,22,62,5.5,-0.5,1.7,2.8
2021,313,23,60,5.7,-1.9,0.5,-5.0
2021,314,0,59,5.0,-2.4,0.7,-2.7
2021,314,1,61,4.4,-0.3,0.5,1.5
2021,314,2,61,4.5,-0.7,-0.2,2.4
2021,314,3,60,4.1,-1.7,2.0,2.1
2021,314,4,62,4.1,-1.4,2.7,-0.3
2021,314,5,60,4.6,-0.3,1.1,0.9
2021,314,6,60,4.5,-0.3,0.3,-3.4
2021,314,7,62,5.0,-1.7,-0.4,-4.2
2021,314,8,60,4.7,-1.8,-2.8,-2.0
2021,314,9,60,4.2,-3.0,0.5,1.6
2021,314,10,61,4.2,-2.5,1.6,0.1
2021,314,11,59,4.1,-2.0,0.5,2.9
2021,314,12,60,4.5,0.4,3.7,-1.4
2021,314,13,60,3.9,-0.9,1.7,2.8
2021,314,14,60,3.9,-2.6,1.4,1.9
2021,314,15,61,3.9,-2.5,1.5,2.3
2021,314,16,59,3.8,-1.8,0.9,2.7
2021,314,17,60,4.1,3.8,-0.5,0.8
2021,314,18,58,4.0,-1.0,-0.9,0.9
2021,314,19,59,4.1,-3.2,-0.7,-1.7
2021,314,20,62,3.5,0.8,-0.7,1.3
2021,314,21,57,4.3,-2.4,1.6,1.0
2021,314,22,60,4.4,-3.6,0.5,-1.2
2021,314,23,60,4.1,-3.3,2.2,0.3
2021,315,0,61,4.2,-3.2,2.7,0.3
2021,315,1,59,4.2,-3.4,-0.3,0.1
2021,315,2,59,4.4,-4.2,-1.0,0.3
2021,315,3,61,4.3,-4.3,-0.1,0.3
2021,315,4,59,4.4,-4.3,0.0,0.7
2021,315,5,61,4.5,-4.5,0.1,0.6
2021,315,6,60,4.6,-4.6,0.5,-0.2
2021,315,7,59,4.6,-4.4,0.6,-1.1
2021,315,8,60,4.7,-4.2,1.4,-1.5
2021,315,9,58,5.2,-4.5,2.3,-1.2
2021,315,10,60,5.2,-4.4,2.7,-0.8
2021,315,11,61,5.0,-3.8,2.7,-1.5
2021,315,12,58,5.0,-3.7,2.6,-2.0
2021,315,13,61,5.2,-4.7,2.1,0.6
2021,315,14,58,3.8,-1.9,0.2,1.0
2021,315,15,60,3.6,-2.4,-1.0,2.1
2021,315,16,60,3.0,0.5,-2.0,1.6
2021,315,17,58,5.3,3.3,-1.4,2.8
2021,315,18,60,5.5,4.3,-1.8,2.7
2021,315,19,63,5.7,4.6,-2.5,2.0
2021,315,20,58,5.2,4.3,-2.7,0.3
2021,315,21,59,6.5,5.6,-3.0,1.0
2021,315,22,70,5.8,4.1,-3.0,1.3
2021,315,23,55,5.6,3.0,-3.3,2.5
2021,316,0,61,5.9,3.2,-3.8,0.9
2021,316,1,59,6.1,2.7,-3.8,-3.7
2021,316,2,60,6.4,3.5,-5.0,-0.9
2021,316,3,60,6.4,3.2,-5.4,-0.2
2021,316,4,60,6.5,3.9,-3.0,0.6
2021,316,5,59,5.3,2.7,-0.3,2.5
2021,316,6,60,4.9,2.1,-4.1,0.8
2021,316,7,60,4.4,2.2,-3.0,1.6
2021,316,8,60,4.5,2.9,-2.8,1.1
2021,316,9,59,4.9,2.4,-4.0,-0.2
2021,316,10,59,5.2,3.9,-3.2,-1.1
2021,316,11,59,4.8,3.5,-3.0,0.4
2021,316,12,60,4.5,2.9,-3.1,0.8
2021,316,13,59,4.6,3.9,-1.8,0.1
2021,316,14,60,4.6,3.9,-0.3,1.6
2021,316,15,60,4.6,4.2,-1.8,0.1
2021,316,16,59,4.9,4.6,-1.3,-0.2
2021,316,17,60,4.9,4.7,0.3,0.7
2021,316,18,59,4.9,4.8,-0.4,0.8
2021,316,19,60,4.9,4.8,-0.8,0.5
2021,316,20,60,5.0,4.8,-1.0,-1.0
2021,316,21,59,5.2,4.3,-2.7,-1.1
2021,316,22,60,5.0,4.4,-1.8,-1.2
2021,316,23,60,4.8,4.1,-2.1,-0.7
2021,317,0,58,4.9,4.3,-2.0,-1.4
2021,317,1,61,4.9,4.4,-1.8,-1.0
2021,317,2,60,4.8,3.7,-2.6,-1.6
2021,317,3,59,4.9,3.9,-2.8,-0.7
2021,317,4,60,4.9,3.6,-3.2,-0.6
2021,317,5,61,4.8,3.6,-3.1,-0.4
2021,317,6,59,4.4,4.0,-1.7,-0.8
2021,317,7,60,4.4,3.9,-1.6,-0.7
2021,317,8,64,4.2,3.3,-1.5,-0.9
2021,317,9,58,3.9,2.0,-2.9,-0.9
2021,317,10,61,4.0,2.4,-2.6,-0.3
2021,317,11,59,3.8,-0.3,-3.0,-0.6
2021,317,12,59,4.0,0.1,-3.6,-1.1
2021,317,13,58,3.6,0.4,-3.2,-0.9
2021,317,14,61,3.9,0.0,-3.7,0.2
2021,317,15,56,3.2,1.4,-1.8,0.2
2021,317,16,61,3.3,2.7,1.3,0.8
2021,317,17,60,3.1,1.3,1.2,1.9
2021,317,18,62,3.3,1.0,1.3,1.2
