Year,Day,Hour,Wind #,WIND Bt,WIND Bx_gse,WIND By_gse,WIND Bz_gse
2020,1,0,60,2.5,0.3,-0.7,-0.2
2020,1,1,57,2.9,2.2,0.6,0.7
2020,1,2,62,4.0,3.3,-1.6,0.1
2020,1,3,57,5.3,4.8,-2.1,0.4
2020,1,4,64,4.4,3.5,-0.8,1.8
2020,1,5,58,4.1,3.3,-2.0,0.5
2020,1,6,66,4.2,2.2,-1.9,-1.8
2020,1,7,58,4.3,1.2,-2.0,-3.3
2020,1,8,64,3.9,0.6,-2.3,-3.0
2020,1,9,56,3.9,1.3,-1.4,-1.6
2020,1,10,60,4.8,4.1,-0.8,1.7
2020,1,11,59,4.8,4.2,-1.5,-0.5
2020,1,12,60,4.5,4.3,-0.4,0.4
2020,1,13,63,4.1,2.9,-1.3,0.4
2020,1,14,59,3.8,-0.3,-2.5,-1.7
2020,1,15,59,4.5,4.3,0.1,1.0
2020,1,16,62,4.4,3.8,-1.8,-0.4
2020,1,17,59,4.0,3.0,-2.5,-0.3
2020,1,18,60,3.3,2.6,-2.0,-0.2
2020,1,19,60,2.7,2.0,-1.9,-0.0
2020,1,20,60,2.7,1.5,-2.3,0.2
2020,1,21,59,2.3,1.3,-1.4,0.7
2020,1,22,56,2.7,1.9,-0.3,1.3
2020,1,23,60,3.5,2.9,-1.1,1.4
2020,2,0,60,4.7,4.6,0.6,0.1
2020,2,1,60,3.8,2.6,2.6,-0.4
2020,2,2,61,3.3,1.7,2.6,-0.6
2020,2,3,59,3.8,2.5,2.6,1.0
2020,2,4,61,3.8,3.3,-0.3,1.5
2020,2,5,62,3.6,2.3,-0.1,1.9
2020,2,6,59,3.6,-0.9,-3.1,-1.2
2020,2,7,61,3.8,-2.2,-1.0,-2.2
2020,2,8,60,4.1,0.1,-3.3,-1.0
2020,2,9,63,4.3,3.0,-2.4,1.3
2020,2,10,62,3.3,1.4,-1.7,0.2
2020,2,11,58,2.3,0.9,-1.7,-0.3
2020,2,12,60,2.2,-0.4,-0.9,-1.6
2020,2,13,57,2.5,1.0,-1.9,-1.3
2020,2,14,60,2.3,0.3,-2.0,-0.8
2020,2,15,62,1.9,0.4,-1.6,-0.7
2020,2,16,61,1.7,0.0,-1.2,-0.8
2020,2,17,63,1.9,0.5,1.0,-0.3
2020,2,18,61,3.2,2.1,-0.2,1.9
2020,2,19,63,3.4,1.4,0.4,2.3
2020,2,20,62,4.6,0.6,-2.9,2.6
2020,2,21,60,4.4,-1.2,-3.5,-1.0
2020,2,22,56,4.4,0.5,-3.8,0.0
2020,2,23,57,4.0,1.5,-3.4,1.3
2020,3,0,59,2.2,1.4,-1.0,1.2
2020,3,1,62,1.7,1.4,0.5,0.5
2020,3,2,56,2.9,1.2,1.3,0.7
2020,3,3,61,2.3,-1.5,-0.2,0.2
2020,3,4,61,3.4,-1.2,2.0,-1.2
2020,3,5,61,5.5,-1.9,2.8,-3.8
2020,3,6,60,9.2,-2.6,-4.6,-6.5
2020,3,7,61,7.1,-0.6,-5.9,0.2
2020,3,8,62,9.1,-0.6,-6.8,-5.7
2020,3,9,61,7.4,-0.2,-5.3,-2.6
2020,3,10,60,6.4,1.9,0.4,5.8
2020,3,11,59,5.9,0.8,-4.3,1.0
2020,3,12,60,5.6,-0.1,-3.5,-3.0
2020,3,13,58,4.7,-0.2,-3.8,1.4
2020,3,14,59,6.5,-0.4,-3.7,-4.7
2020,3,15,61,6.5,1.0,-6.1,-0.8
2020,3,16,60,6.5,1.0,-5.6,2.1
2020,3,17,60,6.5,2.7,-1.8,5.2
2020,3,18,60,6.2,2.7,1.4,4.9
2020,3,19,61,5.0,1.4,-3.1,0.5
2020,3,20,64,6.5,0.2,-0.4,0.3
2020,3,21,63,6.7,0.3,-3.7,-3.7
2020,3,22,60,5.8,1.7,-3.4,-1.7
2020,3,23,61,5.0,1.5,-4.0,-0.9
2020,4,0,60,4.7,-0.4,-1.2,-2.2
2020,4,1,58,4.3,-0.5,-1.0,-0.7
2020,4,2,59,4.8,1.7,-1.6,3.9
2020,4,3,61,5.0,3.0,-3.1,1.6
2020,4,4,59,4.0,3.0,-1.8,0.3
2020,4,5,57,3.7,2.7,-2.0,-0.6
2020,4,6,61,3.0,2.4,-1.2,-0.5
2020,4,7,60,2.7,2.1,0.2,0.9
2020,4,8,60,2.8,1.9,0.0,-0.9
2020,4,9,62,2.4,0.4,-1.7,-0.6
2020,4,10,59,3.6,0.4,-3.3,-0.6
2020,4,11,58,4.2,0.9,-3.4,-1.9
2020,4,12,61,4.4,1.2,-3.7,-1.9
2020,4,13,62,4.8,-0.8,-4.0,-2.2
2020,4,14,58,5.8,-0.6,-5.0,-2.4
2020,4,15,60,6.6,0.2,-5.4,-3.7
2020,4,16,60,7.5,0.0,-6.3,-4.0
2020,4,17,60,7.7,-0.1,-6.7,-3.4
2020,4,18,61,7.7,-0.5,-7.3,-2.2
2020,4,19,57,7.9,-0.0,-7.5,-2.1
2020,4,20,57,8.1,0.5,-7.7,-2.3
2020,4,21,59,8.2,1.1,-7.9,-1.7
2020,4,22,59,8.2,2.2,-7.8,-1.7
2020,4,23,59,8.8,2.2,-8.5,-1.1
2020,5,0,61,9.2,2.6,-8.8,-0.4
2020,5,1,59,9.4,1.6,-9.2,-0.5
2020,5,2,59,9.2,2.0,-8.9,0.0
2020,5,3,61,9.0,1.9,-8.8,-0.4
2020,5,4,61,9.8,3.8,-9.0,0.4
2020,5,5,57,10.1,2.9,-9.6,0.7
2020,5,6,61,9.8,4.5,-7.2,1.8
2020,5,7,64,9.8,7.8,0.8,5.5
2020,5,8,63,9.0,6.9,-4.2,3.1
2020,5,9,63,7.5,4.1,-4.3,3.5
2020,5,10,57,8.9,3.0,-7.5,3.4
2020,5,11,56,9.4,2.1,-7.3,0.8
2020,5,12,62,10.0,-1.7,-8.8,-0.9
2020,5,13,62,10.3,-0.4,-4.9,-1.9
2020,5,14,57,9.5,3.2,-7.2,3.3
2020,5,15,60,8.3,3.4,-6.6,1.5
2020,5,16,70,7.7,3.8,-2.1,-0.3
2020,5,17,60,9.6,5.1,4.0,4.9
2020,5,18,61,8.3,2.6,-2.2,-0.8
2020,5,19,60,8.4,4.0,-4.6,1.7
2020,5,20,62,6.5,1.9,-2.5,1.0
2020,5,21,63,7.5,3.2,-4.5,3.2
2020,5,22,63,6.3,2.5,-4.3,1.7
2020,5,23,63,4.1,0.8,-2.0,-1.7
2020,6,0,59,2.9,0.7,-2.1,-0.8
2020,6,1,60,2.4,-0.3,-0.5,-1.0
2020,6,2,60,3.5,1.0,-2.5,1.0
2020,6,3,61,3.7,0.8,-3.4,0.6
2020,6,4,59,3.8,-0.3,-2.0,-2.4
2020,6,5,60,4.4,-0.4,-3.9,0.7
2020,6,6,56,4.2,0.9,-3.3,1.4
2020,6,7,61,4.4,3.1,-1.7,2.3
2020,6,8,60,4.2,2.4,-1.6,2.7
2020,6,9,61,4.1,1.8,-2.2,2.5
2020,6,10,59,4.3,1.6,-1.9,3.0
2020,6,11,59,4.1,2.8,-1.4,2.1
2020,6,12,60,4.5,4.3,0.7,1.0
2020,6,13,60,4.8,4.7,0.3,0.6
2020,6,14,57,5.5,5.3,-0.8,1.3
2020,6,15,63,5.4,4.5,-0.2,1.3
2020,6,16,58,3.5,-3.2,-1.1,-0.5
2020,6,17,61,3.2,-2.2,-1.9,-0.4
2020,6,18,60,4.4,-3.7,-1.2,-1.9
2020,6,19,57,3.8,-3.0,-0.8,-1.3
2020,6,20,62,3.1,1.7,-1.4,1.1
2020,6,21,59,3.5,-0.1,-2.5,0.6
2020,6,22,59,3.6,2.6,-1.0,1.3
2020,6,23,60,3.1,2.7,-0.9,-0.4
2020,7,0,60,3.1,2.7,-1.3,0.1
2020,7,1,59,3.2,3.0,-1.0,0.2
2020,7,2,59,2.6,1.8,-1.5,-0.3
2020,7,3,60,2.6,-0.8,-0.7,-1.5
2020,7,4,60,2.9,-2.0,-1.3,-1.3
2020,7,5,61,2.0,-0.0,-0.8,-0.2
2020,7,6,57,2.6,2.4,0.4,0.1
2020,7,7,61,2.9,2.4,0.8,0.0
2020,7,8,59,3.0,2.4,-0.7,-1.0
2020,7,9,61,2.6,1.0,-0.2,2.2
2020,7,10,58,3.7,0.2,-1.6,3.1
2020,7,11,61,3.7,0.7,-2.2,1.0
2020,7,12,58,3.4,1.2,-2.5,-0.0
2020,7,13,63,3.6,-2.6,-1.4,-0.5
2020,7,14,58,4.0,-2.7,-2.3,-1.7
2020,7,15,62,4.0,-2.9,-1.8,-1.9
2020,7,16,57,3.0,0.2,-2.3,-0.4
2020,7,17,58,3.7,2.6,-2.0,-0.4
2020,7,18,59,3.5,2.1,-2.3,-1.4
2020,7,19,60,3.2,2.3,-1.5,-0.8
2020,7,20,62,3.8,-0.8,-1.5,-0.4
2020,7,21,56,3.5,-0.8,-1.6,-0.6
2020,7,22,58,3.1,2.8,-0.5,0.5
2020,7,23,60,3.1,2.7,-0.9,0.1
2020,8,0,60,3.3,2.0,-1.8,-0.3
2020,8,1,62,3.4,2.4,-1.4,-1.1
2020,8,2,57,3.9,1.9,-2.9,0.5
2020,8,3,62,3.7,0.1,-3.1,-0.4
2020,8,4,59,3.3,2.1,-0.1,-0.9
2020,8,5,61,3.2,1.6,2.5,-0.5
2020,8,6,59,2.7,1.5,2.0,0.0
2020,8,7,60,2.9,2.0,2.0,-0.2
2020,8,8,59,3.6,1.9,2.8,-0.1
2020,8,9,58,3.4,2.1,2.7,-0.5
2020,8,10,60,3.4,2.3,2.4,0.3
2020,8,11,59,3.5,2.7,2.3,-0.0
2020,8,12,67,4.8,1.6,-1.9,0.7
2020,8,13,60,4.6,1.0,-3.3,0.2
2020,8,14,61,6.2,-0.4,1.7,-3.5
2020,8,15,59,5.0,2.0,-1.1,2.2
2020,8,16,59,5.4,1.7,-4.1,-2.8
2020,8,17,58,5.7,2.7,-3.9,-2.9
2020,8,18,60,5.3,3.8,-3.3,-1.3
2020,8,19,60,5.2,1.6,-1.0,-3.5
2020,8,20,64,6.1,1.7,-0.0,-5.6
2020,8,21,62,6.2,3.0,0.1,-4.3
2020,8,22,62,3.6,2.3,-0.8,-1.7
2020,8,23,58,4.9,4.2,-0.2,-2.2
2020,9,0,64,6.1,5.3,-1.6,-1.1
2020,9,1,59,6.4,4.7,-4.1,0.0
2020,9,2,57,6.4,5.7,-1.8,-1.4
2020,9,3,60,7.2,7.0,-0.5,-0.1
2020,9,4,60,8.8,7.9,1.1,3.2
2020,9,5,58,10.0,8.3,4.6,2.2
2020,9,6,63,8.6,5.4,3.3,-3.1
2020,9,7,61,7.5,3.0,-4.6,-3.9
2020,9,8,59,7.2,2.2,-3.6,-5.6
2020,9,9,57,6.8,3.2,-4.2,-3.2
2020,9,10,61,6.1,4.6,-2.9,-1.5
2020,9,11,62,5.2,3.0,-3.0,-2.1
2020,9,12,63,6.1,0.5,-4.6,-0.8
2020,9,13,60,6.2,-1.4,-5.4,-0.3
2020,9,14,59,5.1,-0.6,-4.2,-1.4
2020,9,15,62,5.4,2.2,-3.9,1.5
2020,9,16,64,6.2,1.7,-4.4,1.4
2020,9,17,58,6.5,0.1,-4.9,1.9
2020,9,18,61,6.3,-3.4,-3.0,-3.1
2020,9,19,59,4.8,-0.2,-2.8,0.6
2020,9,20,59,5.2,0.5,-1.2,0.9
2020,9,21,62,4.5,1.8,-2.1,1.2
2020,9,22,65,5.8,3.8,-1.5,2.7
2020,9,23,61,4.9,0.3,-2.8,-1.3
2020,10,0,60,4.6,2.9,-1.6,1.4
2020,10,1,60,4.6,3.7,-0.1,2.0
2020,10,2,61,4.1,3.6,-0.5,1.1
2020,10,3,58,4.4,3.5,-1.4,2.1
2020,10,4,60,4.5,3.8,-2.0,0.3
2020,10,5,62,4.0,3.1,-1.7,0.0
2020,10,6,60,3.9,-1.1,-1.9,-2.1
2020,10,7,55,4.5,-3.1,-1.7,-2.5
2020,10,8,63,4.3,0.2,-2.5,-2.7
2020,10,9,58,4.5,-0.7,-3.5,-1.1
2020,10,10,59,4.9,2.1,-1.7,-3.4
2020,10,11,59,6.7,1.0,-6.2,0.1
2020,10,12,60,6.7,4.0,-2.6,3.8
2020,10,13,62,4.7,1.8,-0.9,3.3
2020,10,14,59,4.2,1.1,2.8,-1.2
2020,10,15,58,4.4,3.2,-0.4,-2.4
2020,10,16,61,4.1,3.4,-0.9,0.2
2020,10,17,60,3.6,2.6,-1.6,-0.2
2020,10,18,60,3.6,2.6,-2.0,0.1
2020,10,19,59,3.6,1.4,-2.7,-0.4
2020,10,20,60,3.4,1.7,-0.4,2.5
2020,10,21,55,4.4,0.6,2.2,3.4
2020,10,22,59,4.8,1.8,-3.3,2.1
2020,10,23,60,4.2,1.9,-2.3,0.7
2020,11,0,58,3.9,2.8,0.1,-1.3
2020,11,1,60,4.2,3.7,1.2,0.2
2020,11,2,63,4.3,3.8,0.3,-1.2
2020,11,3,57,4.4,2.9,0.9,-1.4
2020,11,4,60,4.6,4.5,-0.1,-0.6
2020,11,5,60,4.7,4.5,-0.6,-0.2
2020,11,6,59,4.8,4.5,-1.1,-0.6
2020,11,7,58,4.5,4.2,-0.1,-1.1
2020,11,8,61,4.5,4.3,-1.1,0.1
2020,11,9,60,3.9,2.4,-1.9,-1.2
2020,11,10,58,4.8,2.5,-3.4,0.3
2020,11,11,61,4.7,3.5,-1.8,2.0
2020,11,12,60,4.9,0.8,-3.9,2.3
2020,11,13,55,5.2,-0.6,-4.6,1.6
2020,11,14,65,5.0,0.3,-4.0,-0.3
2020,11,15,62,5.5,-3.0,-3.3,-0.3
2020,11,16,58,5.5,-3.1,-4.0,1.4
2020,11,17,60,5.4,-1.5,-3.3,2.9
2020,11,18,60,5.0,-0.6,-0.2,4.5
2020,11,19,58,4.5,0.2,-0.4,2.8
2020,11,20,60,4.5,2.5,2.2,2.3
2020,11,21,59,3.9,3.1,1.2,1.1
2020,11,22,61,3.4,0.3,-1.6,0.2
2020,11,23,63,3.9,-1.8,-3.1,0.2
2020,12,0,58,4.2,-2.3,-3.1,0.7
2020,12,1,61,3.8,-1.9,-2.5,1.1
2020,12,2,60,3.7,-2.3,-2.5,-0.8
2020,12,3,59,3.8,-1.8,-3.0,-1.1
2020,12,4,60,3.1,-1.6,-2.3,-0.2
2020,12,5,60,2.5,0.5,-1.1,0.2
2020,12,6,56,2.3,0.5,-1.8,-0.7
2020,12,7,61,2.8,0.4,-1.3,0.0
2020,12,8,62,3.5,2.2,1.3,-1.6
2020,12,9,57,3.6,3.1,0.6,0.0
2020,12,10,61,3.2,0.8,-2.2,0.2
2020,12,11,58,2.6,2.1,0.6,0.1
2020,12,12,62,2.2,0.3,0.0,-0.3
2020,12,13,59,2.1,-0.7,-1.2,-0.3
2020,12,14,57,3.0,1.9,-0.6,-1.5
2020,12,15,64,2.6,0.9,-1.9,-0.6
2020,12,16,60,2.9,-1.5,-1.8,1.5
2020,12,17,60,2.9,-1.8,-1.7,1.4
2020,12,18,54,2.8,0.7,-1.6,0.8
2020,12,19,59,3.2,1.8,-1.9,1.2
2020,12,20,64,3.2,0.8,-2.3,0.9
2020,12,21,57,3.0,-0.9,-2.4,-0.1
2020,12,22,58,3.3,2.7,-1.7,0.3
2020,12,23,59,3.4,2.8,-1.5,0.3
2020,13,0,60,3.6,2.9,-1.5,1.4
2020,13,1,57,3.3,2.7,-0.5,0.7
2020,13,2,67,3.4,0.0,-3.1,-0.7
2020,13,3,54,3.8,-0.2,-3.0,-0.0
2020,13,4,59,4.3,3.1,-2.5,0.9
2020,13,5,59,4.7,3.4,-2.7,0.5
2020,13,6,62,4.3,3.2,-2.0,1.4
2020,13,7,60,4.0,1.8,-3.0,-0.2
2020,13,8,64,3.5,0.3,-2.6,-0.5
2020,13,9,61,3.4,-1.7,-2.5,0.1
2020,13,10,55,3.6,-0.0,-3.1,0.0
2020,13,11,58,4.0,0.8,-3.7,-0.4
2020,13,12,61,4.1,1.8,-3.4,0.6
2020,13,13,60,4.1,1.6,-3.2,1.9
2020,13,14,59,1.9,0.1,-1.5,-0.1
2020,13,15,60,1.6,0.2,0.4,-0.5
2020,13,16,59,2.1,0.2,1.8,-0.7
2020,13,17,61,1.9,-0.3,1.3,-0.3
2020,13,18,59,2.7,-0.4,2.1,-0.2
2020,13,19,58,3.2,-1.7,2.5,-0.9
2020,13,20,59,3.3,-2.2,2.1,-1.2
2020,13,21,62,3.6,-2.0,2.2,-1.7
2020,13,22,60,3.4,-1.9,1.9,-2.0
2020,13,23,61,3.6,-2.3,2.1,-1.7
2020,14,0,62,3.2,-2.8,1.0,0.5
2020,14,1,57,2.9,-2.0,-0.1,1.7
2020,14,2,59,2.9,-2.6,0.9,0.9
2020,14,3,60,3.1,-2.7,1.3,0.1
2020,14,4,58,3.7,-1.8,2.5,-1.3
2020,14,5,60,4.1,-3.6,0.6,-0.7
2020,14,6,60,3.8,-2.9,-1.4,1.3
2020,14,7,58,3.4,-2.9,-0.7,1.5
2020,14,8,58,4.4,-4.1,1.2,0.8
2020,14,9,59,4.8,-2.3,3.8,-1.6
2020,14,10,58,5.2,-0.5,4.6,-2.2
2020,14,11,57,5.3,-0.4,5.0,-1.8
2020,14,12,59,5.0,-0.9,4.7,-1.4
2020,14,13,60,4.8,-0.1,4.6,-1.0
2020,14,14,59,4.3,-1.8,3.4,-1.0
2020,14,15,62,4.2,-3.5,1.9,-1.1
2020,14,16,58,4.0,-1.3,3.5,-1.3
2020,14,17,59,4.0,-1.0,3.6,-1.4
2020,14,18,61,4.7,-0.7,4.2,-1.8
2020,14,19,51,4.5,-0.4,4.4,-0.0
2020,14,20,56,4.5,-0.6,4.2,-1.0
2020,14,21,44,3.9,-1.0,3.7,0.0
2020,14,22,58,4.2,-1.1,3.1,-2.2
2020,14,23,60,4.4,-2.0,3.6,-0.9
2020,15,0,46,4.5,-2.1,3.8,0.7
2020,15,1,59,4.4,-2.5,3.1,0.7
2020,15,2,63,5.0,-1.6,4.6,0.4
2020,15,3,62,5.0,-2.8,1.0,3.1
2020,15,4,60,5.0,-3.1,3.0,2.2
2020,15,5,59,4.3,-1.4,3.8,-0.3
2020,15,6,59,4.0,-1.2,3.0,-1.4
2020,15,7,61,3.3,-1.1,2.7,-1.1
2020,15,8,62,3.7,0.7,2.8,0.8
2020,15,9,58,4.8,2.8,-0.1,-3.1
2020,15,10,60,3.7,2.3,-2.4,1.4
2020,15,11,60,2.0,0.2,0.4,-0.1
2020,15,12,59,2.1,-0.3,1.5,0.6
2020,15,13,59,2.8,0.3,2.3,-0.9
2020,15,14,59,3.6,0.0,3.2,-1.6
2020,15,15,57,3.6,0.1,3.0,-1.7
2020,15,16,58,4.1,-0.1,3.1,-2.5
2020,15,17,62,4.4,-1.1,3.9,-1.0
2020,15,18,58,4.8,-1.7,4.2,-1.3
2020,15,19,62,5.5,-1.3,4.7,-2.4
2020,15,20,59,5.5,1.3,2.3,-4.1
2020,15,21,62,3.3,-0.2,1.3,-0.8
2020,15,22,55,3.8,2.4,-2.2,0.1
2020,15,23,60,5.9,4.7,-3.5,0.2
2020,16,0,63,5.4,1.6,-0.5,-0.1
2020,16,1,62,5.3,-1.4,1.9,-1.2
2020,16,2,61,4.7,-1.7,3.4,-2.3
2020,16,3,61,4.8,-1.2,3.2,-2.1
2020,16,4,61,4.3,-2.7,1.5,2.4
2020,16,5,63,5.6,-1.5,0.0,2.2
2020,16,6,62,4.5,-1.2,0.9,1.8
2020,16,7,60,5.4,-1.9,3.2,1.6
2020,16,8,60,5.3,0.9,2.2,-0.8
2020,16,9,64,5.5,3.4,0.6,-1.9
2020,16,10,64,3.2,2.3,1.0,-0.4
2020,16,11,56,2.2,1.8,-0.2,-0.8
2020,16,12,61,3.5,2.0,2.1,-0.6
2020,16,13,59,3.4,-0.8,2.9,-1.1
2020,16,14,58,3.7,-0.8,2.7,-2.1
2020,16,15,58,2.5,-0.5,1.6,-0.5
2020,16,16,61,2.6,0.2,0.2,-2.0
2020,16,17,59,2.2,-0.3,1.3,-1.0
2020,16,18,61,2.0,-1.7,0.4,-0.4
2020,16,19,58,3.5,0.1,1.3,-0.8
2020,16,20,59,3.8,-2.9,2.2,0.6
2020,16,21,59,4.0,-1.8,3.3,0.1
2020,16,22,58,3.3,-0.8,2.8,-0.8
2020,16,23,58,3.3,-1.7,2.8,0.1
2020,17,0,57,2.8,-1.6,2.2,0.3
2020,17,1,59,2.3,-1.7,1.4,-0.4
2020,17,2,60,2.5,-1.2,2.1,0.3
2020,17,3,61,2.6,-1.4,1.1,1.6
2020,17,4,63,3.1,-0.1,2.6,0.3
2020,17,5,61,4.1,-0.4,3.8,1.3
2020,17,6,59,3.8,-0.3,3.6,1.1
2020,17,7,61,3.6,0.4,3.4,0.9
2020,17,8,59,3.4,0.2,2.6,1.8
2020,17,9,60,3.4,0.9,2.7,1.6
2020,17,10,59,3.2,-0.5,0.6,3.0
2020,17,11,60,2.4,-0.4,-0.2,2.3
2020,17,12,62,1.8,0.3,0.5,-0.3
2020,17,13,58,1.9,0.6,-0.3,-1.1
2020,17,14,62,2.3,0.9,-0.7,-1.5
2020,17,15,60,3.4,1.2,1.0,-2.7
2020,17,16,61,5.1,1.7,3.9,-2.5
2020,17,17,59,5.8,1.9,5.4,-0.3
2020,17,18,61,5.2,1.0,4.3,2.3
2020,17,19,60,3.5,-0.3,0.7,2.7
2020,17,20,58,2.5,-0.4,-0.1,-0.2
2020,17,21,59,2.1,0.7,1.4,-1.1
2020,17,22,61,1.8,-0.8,1.3,0.5
2020,17,23,59,2.5,-2.2,0.3,1.0
2020,18,0,62,2.1,-0.7,1.1,0.8
2020,18,1,59,2.6,-0.0,1.2,2.2
2020,18,2,60,4.4,1.6,1.5,-3.6
2020,18,3,59,5.2,2.0,4.1,-1.7
2020,18,4,60,3.9,0.7,3.6,0.5
2020,18,5,60,3.0,0.7,1.5,-0.7
2020,18,6,63,3.5,2.4,0.4,-2.0
2020,18,7,60,3.4,-0.3,2.5,0.1
2020,18,8,57,4.1,0.1,3.4,-0.9
2020,18,9,60,3.6,0.1,3.5,0.2
2020,18,10,65,3.1,1.2,2.5,-1.0
2020,18,11,59,2.7,2.1,0.4,-0.9
2020,18,12,60,2.9,2.1,1.4,-1.0
2020,18,13,59,2.2,0.8,-0.6,-0.6
2020,18,14,60,2.4,-0.9,1.7,-0.9
2020,18,15,59,2.8,-1.6,2.0,0.3
2020,18,16,61,2.1,-0.9,1.5,0.1
2020,18,17,60,2.2,-0.5,1.9,0.7
2020,18,18,59,2.6,-0.7,2.1,0.9
2020,18,19,58,2.9,-0.7,2.0,1.9
2020,18,20,60,2.6,-0.3,0.9,2.1
2020,18,21,59,2.9,1.2,-1.6,1.5
2020,18,22,59,3.8,2.2,-1.5,2.5
2020,18,23,59,3.9,1.9,-0.3,3.2
2020,19,0,60,3.7,1.9,0.3,3.1
2020,19,1,61,3.5,2.6,0.9,1.9
2020,19,2,61,4.0,2.3,2.3,2.1
2020,19,3,62,3.7,1.8,2.8,-0.1
2020,19,4,62,3.4,-1.4,1.8,-1.9
2020,19,5,53,3.4,-1.1,1.5,-1.9
2020,19,6,63,3.1,2.2,-1.4,0.1
2020,19,7,64,3.7,0.8,-2.9,-1.2
2020,19,8,60,3.4,0.4,-2.8,-0.9
2020,19,9,62,3.1,0.5,-2.6,0.7
2020,19,10,54,3.0,-0.5,-2.6,-0.8
2020,19,11,59,2.4,1.2,-1.6,-0.5
2020,19,12,60,2.5,1.1,-1.4,-1.1
2020,19,13,61,2.9,2.1,-2.0,0.2
2020,19,14,61,2.5,1.4,-1.3,-1.3
2020,19,15,57,2.7,0.3,-1.6,-1.8
2020,19,16,60,2.4,1.8,-1.5,-0.3
2020,19,17,60,2.3,1.1,-1.7,-0.6
2020,19,18,59,1.5,1.0,-0.8,-0.5
2020,19,19,59,1.2,1.2,0.1,0.2
2020,19,20,58,0.8,0.1,0.7,0.2
2020,19,21,61,1.2,0.6,0.6,0.7
2020,19,22,61,2.0,1.6,-0.3,1.1
2020,19,23,56,1.5,0.8,-0.9,0.6
2020,20,0,62,1.8,0.1,-1.7,0.0
2020,20,1,61,2.3,0.3,-2.0,-0.4
2020,20,2,60,2.4,0.7,-1.6,-1.3
2020,20,3,60,2.1,1.4,-1.3,-0.3
2020,20,4,61,1.9,1.2,-0.2,-1.1
2020,20,5,57,1.5,1.2,-0.3,-0.3
2020,20,6,61,2.0,0.7,-1.1,0.2
2020,20,7,57,3.1,-2.0,-2.0,-1.2
2020,20,8,62,2.8,1.9,-1.6,0.5
2020,20,9,61,2.2,-0.9,-1.1,-0.9
2020,20,10,58,2.4,0.4,-1.6,-0.1
2020,20,11,59,2.1,0.8,-1.9,0.3
2020,20,12,63,2.0,-0.3,-1.8,-0.2
2020,20,13,60,2.4,-1.1,-0.8,-1.5
2020,20,14,58,2.1,0.6,-1.8,-0.5
2020,20,15,58,2.2,1.4,-1.3,0.3
2020,20,16,59,2.1,1.4,0.0,-1.2
2020,20,17,61,2.0,0.3,-1.3,-0.8
2020,20,18,58,1.9,1.0,-0.9,-1.2
2020,20,19,60,2.0,0.7,-1.2,-1.1
2020,20,20,58,2.0,0.8,-1.7,-0.0
2020,20,21,59,1.9,1.0,-1.5,0.2
2020,20,22,59,1.9,1.3,-1.3,-0.1
2020,20,23,59,1.5,0.8,-1.1,-0.3
2020,21,0,62,1.4,0.6,-1.0,0.2
2020,21,1,60,1.5,0.6,-1.2,-0.3
2020,21,2,61,1.5,0.8,0.4,0.5
2020,21,3,60,1.6,0.4,0.3,1.1
2020,21,4,59,1.6,0.2,-0.6,1.3
2020,21,5,63,1.5,0.5,-1.0,0.4
2020,21,6,61,2.2,0.6,-0.8,-1.7
2020,21,7,61,2.7,0.8,-0.6,-2.3
2020,21,8,61,3.2,0.8,-1.7,-2.4
2020,21,9,61,2.5,0.7,-2.1,0.0
2020,21,10,62,2.4,0.9,-1.2,1.3
2020,21,11,61,4.4,1.7,-2.4,2.8
2020,21,12,60,6.7,1.9,-5.0,3.3
2020,21,13,60,6.6,2.6,-3.9,0.2
2020,21,14,63,8.9,3.3,-4.4,-6.4
2020,21,15,62,8.1,3.5,-6.1,-3.1
2020,21,16,61,6.8,-3.1,-2.9,4.5
2020,21,17,59,6.7,1.5,-3.3,1.6
2020,21,18,61,7.7,2.9,-2.8,-5.0
2020,21,19,60,7.3,0.1,-5.7,-1.0
2020,21,20,59,7.2,1.2,-5.8,3.8
2020,21,21,61,7.2,1.9,-5.3,4.1
2020,21,22,64,6.6,2.1,-4.4,-3.1
2020,21,23,57,7.1,4.5,-0.5,-3.0
2020,22,0,59,6.7,5.7,-2.2,-1.5
2020,22,1,59,6.9,5.0,-4.2,-1.4
2020,22,2,61,7.5,5.6,-4.8,0.2
2020,22,3,62,7.0,4.7,-3.3,-2.1
2020,22,4,59,7.2,3.4,-4.9,-3.5
2020,22,5,61,7.0,3.8,-5.0,-1.8
2020,22,6,62,7.5,3.3,-6.5,0.8
2020,22,7,58,7.6,5.5,-4.8,1.1
2020,22,8,59,8.2,4.7,-6.2,-1.1
2020,22,9,59,8.2,4.7,-4.6,-3.3
2020,22,10,61,7.2,3.5,-0.9,-4.1
2020,22,11,60,6.9,2.6,-2.6,-1.5
2020,22,12,62,7.1,-0.4,-6.4,-2.1
2020,22,13,60,7.0,-0.3,-6.0,0.1
2020,22,14,59,3.4,0.9,-1.7,1.3
2020,22,15,60,4.2,0.3,-2.2,1.9
2020,22,16,60,3.8,1.7,-1.9,-0.1
2020,22,17,59,3.8,2.0,-1.9,1.3
2020,22,18,58,4.4,2.4,-2.6,1.8
2020,22,19,62,4.8,3.1,-2.6,-1.6
2020,22,20,65,4.8,-0.6,-2.0,-3.3
